MARITAL;AGE;GENDER1;HOMPOP;HAPPY;HEALTH;SATJOB;REALINC
1;99;2;4;2;0;1;0
1;54;2;4;2;2;0;155139.9731
1;36;1;5;2;0;2;18375
5;31;1;1;1;1;1;40425
4;54;2;2;2;0;1;15925
1;57;1;4;1;2;1;18375
1;51;1;2;1;1;1;0
3;64;2;1;3;0;1;3675
1;84;2;2;1;3;0;11637.5
3;40;1;3;1;1;1;68600
1;36;2;4;1;2;2;68600
1;34;1;6;1;0;2;58800
5;45;2;1;2;2;0;0
1;33;2;5;2;3;2;26950
1;39;1;4;1;2;1;40425
1;57;2;5;2;3;2;26950
2;84;2;2;2;4;0;13475
4;51;2;1;3;3;2;3675
3;53;2;4;2;0;1;6737.5
1;71;1;3;1;0;0;9187.5
1;79;2;3;2;0;0;11637.5
1;30;1;5;2;3;9;22050
5;56;2;1;3;4;0;3675
1;31;2;5;2;2;3;18375
4;37;1;2;2;1;1;26950
1;73;1;2;1;3;1;15925
4;87;1;1;2;1;0;26950
3;38;1;3;3;0;3;155139.9731
5;30;1;5;2;0;2;33075
4;85;2;1;3;3;0;7962.5
3;55;1;1;2;2;2;7962.5
5;55;2;1;2;0;1;18375
1;62;1;2;2;0;3;22050
1;28;1;3;2;1;2;18375
1;31;1;4;1;2;2;26950
3;79;2;1;1;2;0;1715
1;40;1;7;2;0;2;33075
3;59;2;1;2;1;2;18375
3;72;1;1;1;0;1;13475
3;66;1;1;1;1;0;18375
2;86;2;1;2;0;0;9187.5
2;87;2;1;1;1;0;0
1;53;2;2;2;0;2;40425
1;75;2;6;1;2;1;13475
1;46;2;5;2;1;1;155139.9731
5;24;2;2;2;0;1;33075
3;54;2;1;2;3;1;26950
1;99;2;3;2;0;1;58800
5;23;1;7;2;2;2;245
5;26;1;1;3;1;2;15925
1;41;2;3;2;3;1;155139.9731
3;64;2;2;2;2;1;18375
3;47;2;2;2;0;1;10412.5
3;38;2;3;2;3;2;26950
1;47;2;3;2;1;1;155139.9731
3;35;1;2;1;2;1;155139.9731
1;83;1;2;1;2;0;33075
1;46;1;6;1;2;2;33075
1;43;2;6;2;1;1;155139.9731
5;27;2;2;1;2;1;15925
1;34;1;6;1;2;1;33075
3;76;2;3;3;0;0;58800
1;39;1;4;1;1;2;155139.9731
1;59;1;2;1;0;1;40425
5;57;2;1;2;2;2;15925
2;89;2;1;3;4;0;0
2;79;2;1;1;0;1;13475
1;69;1;2;2;3;0;10412.5
1;53;1;2;1;0;1;68600
1;64;2;2;2;3;0;40425
2;67;2;1;1;0;1;33075
1;46;1;4;2;2;1;40425
1;45;1;3;2;0;1;40425
1;53;2;2;1;1;1;49000
1;34;1;5;1;1;1;155139.9731
1;25;1;3;1;1;1;22050
5;37;2;6;2;2;2;26950
1;34;1;4;1;0;2;49000
5;33;1;10;2;1;2;49000
2;82;2;2;1;4;0;5512.5
3;53;1;2;2;0;1;33075
1;58;2;2;2;0;1;49000
1;66;2;3;3;3;0;33075
5;99;1;1;2;0;2;0
5;25;2;2;2;0;3;11637.5
4;99;2;1;3;3;0;7962.5
2;83;2;1;3;0;0;6737.5
5;42;1;1;2;0;0;0
3;48;2;1;3;3;2;40425
2;82;2;1;3;2;0;9187.5
1;33;2;4;2;2;2;0
4;44;2;3;1;1;2;7962.5
5;30;2;5;2;0;2;18375
5;23;2;3;2;3;0;26950
1;99;2;2;2;2;3;0
5;30;1;4;3;4;1;0
2;82;2;1;2;3;0;6737.5
2;99;2;1;2;0;0;0
1;53;1;2;1;2;3;22050
5;37;1;1;1;0;3;49000
1;58;1;2;1;1;1;26950
2;89;2;1;1;1;0;5512.5
5;25;2;6;2;0;2;3675
5;28;2;3;2;1;0;155139.9731
5;23;2;1;2;1;0;0
3;45;2;2;2;0;3;9187.5
1;36;1;2;1;2;1;155139.9731
1;80;2;2;1;1;0;0
5;59;1;2;2;2;1;58800
1;99;1;2;2;0;2;155139.9731
3;86;2;1;3;1;2;33075
1;49;1;3;1;2;1;68600
2;85;2;1;1;0;0;33075
1;71;1;2;1;1;0;155139.9731
5;99;1;2;2;1;2;18375
5;35;1;2;2;0;2;58800
5;23;1;4;3;3;9;15925
1;68;2;2;2;0;1;40425
5;21;2;8;3;0;3;11637.5
1;39;1;2;2;3;3;155139.9731
3;66;1;1;3;3;0;13475
3;47;1;1;2;0;1;40425
1;42;2;8;3;0;1;40425
3;82;1;1;2;3;0;26950
1;51;1;4;2;0;2;155139.9731
5;24;2;1;3;2;3;5512.5
1;65;1;4;1;0;0;58800
3;74;1;2;2;0;0;26950
3;44;2;2;3;4;3;33075
1;56;2;2;1;3;1;68600
5;23;1;8;2;0;3;33075
1;44;2;4;1;0;1;4410
5;22;2;3;2;1;3;10412.5
1;36;1;4;2;2;2;155139.9731
1;46;2;4;1;2;1;58800
1;47;1;3;3;0;2;26950
5;30;1;4;2;0;2;245
1;48;1;6;2;0;2;22050
3;52;2;6;3;0;1;33075
1;42;1;4;1;1;1;155139.9731
1;44;2;2;2;2;1;58800
5;21;2;5;2;3;0;0
3;41;2;1;3;0;4;6737.5
1;60;1;3;1;1;1;155139.9731
1;48;1;5;3;0;2;40425
3;68;2;1;3;1;1;13475
5;50;2;2;1;2;3;68600
1;70;2;2;2;0;2;26950
5;40;1;1;2;2;2;0
5;24;2;1;2;0;2;2695
5;25;1;2;2;1;2;33075
5;43;2;2;2;2;1;49000
5;25;2;6;2;2;3;58800
2;82;2;1;2;0;8;7962.5
4;45;2;8;3;2;2;155139.9731
5;33;2;4;3;0;2;40425
1;41;2;10;1;2;1;49000
5;22;2;7;3;0;2;22050
1;57;1;3;1;2;1;5512.5
1;47;2;4;2;1;2;155139.9731
4;52;2;4;2;3;4;58800
1;71;1;2;1;0;1;33075
1;61;1;2;1;0;2;33075
5;52;2;1;3;2;3;33075
3;53;1;1;2;0;1;155139.9731
4;63;1;2;2;1;1;68600
1;52;2;3;2;2;1;155139.9731
1;53;2;3;2;2;1;155139.9731
5;42;1;1;2;1;1;49000
5;61;1;1;2;2;0;33075
1;38;1;3;1;0;1;49000
3;67;1;2;1;1;0;0
1;35;2;4;2;2;1;13475
5;26;1;3;2;0;2;40425
5;38;1;5;2;1;2;13475
1;34;2;2;1;2;2;49000
3;70;1;1;2;2;2;155139.9731
1;65;1;3;2;2;1;26950
1;54;1;1;3;0;1;18375
1;39;1;3;2;1;1;26950
1;37;1;4;2;2;2;40425
1;53;1;2;1;3;1;68600
1;30;1;4;2;2;2;0
1;41;2;3;2;0;8;6737.5
1;49;1;3;1;1;1;49000
5;22;1;3;2;0;4;155139.9731
1;72;2;2;1;0;0;10412.5
1;32;1;4;1;2;1;58800
1;27;1;7;1;0;1;33075
1;38;1;4;1;1;2;22050
1;52;1;4;1;0;1;26950
5;57;2;1;3;1;3;10412.5
1;31;1;5;1;2;2;49000
5;22;1;3;1;0;1;49000
3;43;2;3;1;2;0;22050
1;42;2;4;2;0;2;155139.9731
5;78;1;1;2;3;1;155139.9731
5;25;1;4;2;0;2;22050
5;51;1;2;3;2;4;3675
5;31;1;2;1;0;1;68600
1;58;1;2;1;1;1;155139.9731
5;26;1;7;3;0;0;33075
1;62;1;2;1;2;2;22050
1;54;1;4;1;3;1;0
5;67;2;2;2;1;0;22050
5;25;2;1;2;0;2;15925
1;48;1;4;1;2;1;49000
1;36;1;2;1;2;1;40425
5;31;2;2;1;0;2;22050
1;35;2;5;2;2;1;49000
3;36;2;1;2;2;2;15925
5;26;1;5;2;1;1;22050
5;27;1;2;1;0;1;33075
3;43;2;2;2;0;2;68600
2;50;2;1;1;1;2;68600
5;30;1;1;1;1;1;22050
5;36;2;1;1;2;1;49000
1;69;1;2;1;0;1;49000
1;66;2;2;1;2;0;58800
3;82;1;1;1;0;0;155139.9731
1;54;1;3;1;2;1;49000
5;26;1;2;3;3;2;1715
5;44;2;2;2;2;2;40425
5;37;1;1;3;2;3;18375
5;46;1;5;2;0;2;26950
1;62;2;6;3;3;0;49000
5;30;2;4;2;0;1;4410
5;29;1;1;2;4;2;13475
1;36;2;3;2;2;2;15925
5;20;1;4;2;0;0;1715
1;37;2;5;3;3;2;26950
4;31;2;5;1;3;2;15925
3;65;2;6;2;0;2;68600
2;82;2;1;2;3;0;6737.5
5;54;1;1;1;0;3;18375
3;72;2;1;1;1;0;22050
5;37;1;1;3;1;3;155139.9731
1;43;2;5;2;3;2;155139.9731
5;26;2;2;2;2;2;15925
1;62;2;3;2;2;1;58800
3;57;1;1;3;3;2;49000
5;25;1;5;2;2;2;0
2;70;2;1;2;2;0;0
5;24;1;3;1;0;1;18375
3;57;1;1;2;1;3;18375
1;77;2;2;2;0;1;33075
3;68;1;2;2;2;1;33075
2;78;2;1;1;1;0;26950
1;81;1;2;3;0;0;26950
1;31;2;4;1;0;1;49000
1;50;2;3;3;3;3;58800
1;56;1;3;2;3;1;58800
1;99;1;2;3;2;0;0
1;60;2;2;2;2;1;58800
1;48;1;4;2;0;1;40425
1;38;1;4;2;2;4;40425
3;60;2;3;1;1;1;13475
3;42;2;2;2;0;1;5512.5
1;61;1;2;1;2;2;49000
2;82;2;1;2;0;1;10412.5
1;45;1;4;2;0;1;33075
2;75;2;1;3;0;0;22050
1;29;1;4;1;1;1;33075
1;75;1;2;2;0;0;49000
1;62;1;2;1;1;0;68600
3;44;1;4;1;3;1;40425
5;53;1;1;2;0;1;49000
5;23;1;1;1;0;2;3185
5;32;2;2;3;0;1;3675
1;57;1;3;2;0;2;40425
1;37;1;4;2;1;2;40425
2;99;2;1;2;1;1;0
3;69;1;2;2;2;1;155139.9731
5;22;1;3;2;0;3;49000
1;78;1;2;2;2;0;155139.9731
2;72;2;1;1;0;1;155139.9731
3;62;1;1;1;1;1;155139.9731
5;49;1;2;1;1;1;22050
5;99;2;1;2;0;1;49000
2;77;2;1;2;2;0;49000
1;40;2;8;1;2;1;11637.5
1;27;2;8;3;3;3;22050
3;65;2;2;1;2;1;15925
1;64;1;2;3;0;2;22050
4;30;2;4;2;2;0;26950
1;63;1;2;2;2;2;68600
1;49;1;4;1;2;1;155139.9731
3;57;2;2;2;3;2;10412.5
1;50;2;3;2;2;0;40425
1;51;1;3;2;0;2;155139.9731
5;22;2;5;1;2;0;13475
5;26;2;4;2;1;3;0
5;26;1;3;2;0;3;11637.5
5;29;1;2;1;2;1;22050
1;50;1;2;2;2;2;0
3;56;2;2;1;1;2;26950
1;66;2;2;2;0;0;58800
3;75;1;1;2;0;0;1715
1;32;1;6;3;0;1;26950
3;41;1;4;2;0;4;13475
5;52;1;1;1;0;1;33075
1;67;1;3;2;2;1;155139.9731
1;53;2;2;1;0;1;49000
5;31;2;2;2;2;2;40425
1;74;1;2;3;2;0;155139.9731
1;70;1;2;3;0;0;40425
1;43;1;3;2;1;1;0
1;65;1;2;1;2;0;58800
1;64;1;2;1;0;2;155139.9731
5;54;2;1;3;1;0;11637.5
1;41;2;3;2;2;1;49000
1;48;1;2;3;0;2;13475
5;47;1;1;2;2;2;33075
4;74;1;1;2;3;0;13475
2;79;2;2;2;0;0;0
1;28;2;3;3;2;1;0
3;50;1;2;1;1;1;40425
1;67;1;5;2;0;9;22050
2;84;1;1;2;3;0;18375
2;53;1;1;1;0;2;18375
5;48;2;2;2;2;0;10412.5
1;46;1;5;2;3;2;15925
5;42;2;3;2;0;2;22050
3;58;1;1;2;0;8;33075
2;81;2;1;3;1;0;9187.5
1;45;2;5;2;1;4;40425
5;39;2;1;3;0;4;0
5;32;2;4;2;1;2;26950
2;73;1;2;2;4;0;11637.5
5;42;2;3;2;2;1;33075
5;29;1;1;1;2;2;26950
2;81;2;3;2;0;0;10412.5
5;36;1;3;2;1;1;33075
1;69;2;2;2;0;1;68600
5;83;1;1;3;0;0;49000
1;58;1;6;2;0;2;33075
5;33;1;2;2;0;1;0
5;27;2;2;2;1;1;49000
5;29;1;3;1;1;1;26950
3;53;1;1;1;0;2;26950
5;21;2;6;3;0;1;0
1;55;1;4;2;0;1;68600
3;55;2;1;2;1;2;3675
3;42;2;4;2;0;2;13475
5;61;1;2;2;2;0;26950
1;56;2;2;2;2;1;9187.5
1;57;1;2;2;0;1;33075
1;31;1;4;1;2;2;15925
3;68;1;1;1;0;0;4410
3;79;1;1;1;1;0;2695
1;47;1;3;1;2;2;7962.5
3;56;1;4;3;2;1;0
3;42;1;3;3;2;3;10412.5
1;62;2;7;2;0;3;0
1;43;1;6;1;0;1;26950
1;72;2;3;1;3;0;49000
1;56;1;2;1;0;2;49000
3;39;2;3;2;3;1;26950
5;67;1;1;2;0;0;13475
3;22;1;4;1;1;1;26950
1;45;1;4;1;3;3;26950
3;61;1;1;3;0;0;15925
5;49;1;1;3;0;1;18375
1;69;1;2;1;2;1;155139.9731
3;58;2;5;2;2;2;22050
1;67;1;2;2;2;2;26950
5;23;2;3;3;0;3;5512.5
5;56;2;1;3;4;0;4410
2;64;2;1;3;0;0;5512.5
3;51;2;1;2;3;3;3185
5;49;2;4;2;1;1;1715
5;52;2;3;3;2;1;15925
3;53;2;1;2;3;2;1715
3;56;1;2;2;0;1;3675
2;99;9;99;2;0;8;0
5;47;1;1;2;0;4;9187.5
5;23;2;2;2;2;0;0
1;72;1;3;2;2;0;40425
1;30;1;2;2;0;2;58800
3;46;2;2;2;3;3;15925
4;27;2;3;1;3;2;4410
5;28;1;4;3;1;4;0
1;64;1;2;2;0;0;11637.5
1;45;1;3;2;2;1;18375
5;36;2;4;3;2;1;9187.5
1;47;1;4;2;3;2;33075
5;24;1;4;1;2;2;0
1;39;1;4;2;0;2;13475
5;31;1;4;1;1;1;13475
5;39;2;1;2;3;9;10412.5
5;39;2;3;3;2;2;11637.5
2;71;2;3;2;0;0;68600
1;58;2;2;1;2;1;26950
5;39;1;4;1;0;2;33075
1;37;1;6;1;2;1;7962.5
5;40;2;2;2;3;0;4410
3;25;2;7;2;3;2;11637.5
3;52;1;2;2;0;0;0
1;50;1;3;2;0;1;0
1;61;1;2;3;4;0;9187.5
1;76;1;2;2;2;0;49000
1;29;1;3;2;0;1;40425
5;35;1;2;2;3;3;155139.9731
1;62;2;2;2;3;1;58800
2;54;2;1;2;0;0;0
1;43;1;2;1;1;1;49000
1;34;2;5;1;3;1;0
3;59;1;1;1;0;1;22050
2;89;1;3;2;0;0;155139.9731
1;45;1;4;1;2;1;155139.9731
3;67;1;2;2;2;0;9187.5
1;46;1;6;2;0;2;155139.9731
1;63;1;2;3;2;3;155139.9731
5;35;1;1;2;2;2;22050
1;29;1;3;1;1;2;58800
1;44;2;5;2;2;1;155139.9731
1;48;1;7;1;2;1;68600
1;73;1;3;2;3;1;33075
5;42;1;2;2;3;1;40425
1;49;1;2;2;0;1;40425
1;68;1;2;1;2;0;22050
1;48;1;6;2;1;1;155139.9731
5;37;1;6;2;2;1;26950
1;55;1;8;1;1;1;33075
1;33;1;2;2;0;1;68600
1;69;1;2;1;0;1;9187.5
1;32;1;5;2;3;3;15925
3;64;2;1;2;2;2;22050
1;47;1;2;2;0;1;155139.9731
5;22;2;3;2;0;2;5512.5
1;33;1;4;1;1;1;26950
1;62;1;4;1;4;1;22050
1;35;1;5;2;1;1;22050
5;21;1;4;3;2;3;33075
1;41;1;7;1;2;1;155139.9731
5;25;2;6;1;1;1;2205
4;25;2;2;2;0;2;11637.5
5;65;2;1;2;3;0;5512.5
1;33;1;4;1;1;1;22050
2;88;2;1;1;0;0;7962.5
4;27;1;1;2;2;1;40425
1;63;1;2;2;2;2;49000
1;65;1;2;2;0;1;155139.9731
1;41;1;5;2;0;2;155139.9731
1;63;1;2;1;0;1;26950
1;49;2;2;2;1;1;155139.9731
1;52;2;3;2;0;1;49000
1;39;2;4;2;1;1;155139.9731
1;52;2;3;2;0;1;33075
3;52;1;1;3;4;3;33075
5;27;2;6;2;1;0;4410
5;58;2;1;3;4;1;4410
3;61;2;2;1;0;0;155139.9731
1;68;2;2;1;2;0;15925
1;61;1;5;1;0;1;155139.9731
3;99;2;1;2;2;0;0
3;72;1;2;2;2;3;0
1;55;2;2;2;1;1;155139.9731
5;33;2;3;2;0;2;26950
1;38;2;3;1;1;1;980
2;86;1;1;2;0;0;26950
1;64;1;2;2;1;1;49000
1;73;2;2;1;0;1;33075
1;43;2;4;2;0;1;9187.5
3;58;2;1;3;2;0;11637.5
1;46;1;5;2;2;1;155139.9731
2;89;2;1;2;2;1;6737.5
1;99;2;4;1;0;1;0
1;57;1;2;2;2;1;40425
5;23;2;3;3;0;2;0
3;43;2;3;2;3;1;10412.5
1;46;2;2;2;0;2;58800
5;49;2;1;2;0;2;11637.5
3;43;2;2;1;0;1;13475
1;67;1;2;2;0;0;155139.9731
5;28;2;4;2;2;2;7962.5
1;51;2;3;2;0;1;68600
3;41;2;3;3;4;3;33075
1;68;2;1;3;2;2;0
1;34;1;4;2;1;1;68600
1;58;1;4;2;0;2;155139.9731
5;35;2;3;3;3;1;33075
1;56;1;2;2;1;1;155139.9731
5;26;1;3;2;0;9;68600
1;49;1;2;3;2;1;49000
1;60;1;5;1;2;2;0
1;31;1;3;2;2;0;18375
5;39;2;1;2;0;2;26950
5;58;1;3;3;3;2;6737.5
1;33;2;6;2;2;2;0
4;29;1;2;3;3;0;11637.5
5;35;1;3;1;0;1;18375
1;33;2;4;1;3;1;0
3;83;2;1;2;2;0;0
2;80;2;1;3;0;0;6737.5
3;60;1;2;2;4;2;15925
5;89;2;1;1;0;0;0
3;42;1;1;2;1;2;33075
1;71;1;2;1;2;0;26950
1;60;2;2;1;1;2;22050
1;66;1;4;2;2;0;15925
1;25;2;7;2;0;0;0
1;33;1;5;2;2;2;22050
3;67;2;1;2;2;0;6737.5
3;64;2;1;1;1;1;22050
1;48;2;4;2;0;1;155139.9731
1;56;1;2;1;1;2;40425
4;65;2;1;2;4;0;6737.5
1;38;1;4;2;2;1;13475
5;22;1;5;3;2;3;15925
2;64;2;7;2;1;0;58800
2;58;2;2;1;2;9;4410
5;23;1;2;2;2;0;2205
1;27;2;1;1;0;1;5512.5
1;26;2;3;1;4;3;26950
1;32;2;4;1;2;1;40425
1;70;1;2;1;1;1;18375
3;69;1;2;2;0;1;33075
1;54;1;3;2;2;1;155139.9731
3;55;2;3;2;1;3;33075
1;60;1;3;2;4;0;33075
1;34;1;4;2;0;3;49000
3;60;2;1;2;0;3;7962.5
1;45;1;4;2;1;2;155139.9731
1;59;1;2;2;0;1;49000
5;33;1;3;2;3;2;33075
2;79;1;1;2;0;0;33075
1;51;1;2;2;0;2;155139.9731
3;46;1;3;2;2;1;5512.5
2;56;1;1;2;3;1;49000
1;48;1;2;1;2;1;155139.9731
1;58;1;3;2;3;2;49000
5;32;2;2;2;2;1;26950
1;44;1;4;2;0;2;58800
1;70;1;2;1;0;1;22050
2;84;2;1;2;1;0;6737.5
5;29;2;5;2;1;1;26950
5;36;1;2;3;3;3;22050
1;43;1;6;1;1;1;68600
1;77;1;3;2;0;1;15925
1;73;1;2;2;0;0;0
3;47;1;4;1;3;1;6737.5
1;50;1;3;1;2;1;68600
5;33;2;2;1;0;2;18375
2;70;2;4;3;4;0;0
1;56;1;3;1;0;1;0
1;62;2;2;1;3;2;0
1;65;2;2;2;4;0;15925
1;30;2;6;2;2;1;7962.5
1;39;1;2;2;0;2;2695
2;71;2;2;2;3;1;11637.5
1;56;2;2;2;3;1;33075
1;62;1;2;2;2;0;26950
1;27;1;3;2;3;1;13475
1;71;1;3;2;3;3;7962.5
1;55;1;2;3;0;1;2205
3;47;2;3;2;2;3;0
5;61;1;2;1;1;0;11637.5
3;62;2;1;2;2;1;18375
5;28;1;3;2;0;9;40425
5;24;2;3;3;3;2;10412.5
5;57;2;1;2;0;1;11637.5
1;59;1;3;2;1;1;9187.5
1;45;2;5;2;0;1;22050
1;42;1;4;2;2;3;49000
5;40;1;1;2;2;0;7962.5
1;67;1;2;2;0;1;15925
1;46;1;4;2;1;2;26950
1;69;2;5;1;0;0;22050
1;64;1;2;1;4;0;26950
3;60;2;3;3;2;2;0
1;26;1;4;1;0;2;49000
5;43;2;1;2;0;1;33075
2;74;2;1;2;3;2;0
2;86;2;2;1;2;0;26950
3;39;2;3;2;3;2;15925
4;77;1;1;2;2;0;5512.5
2;58;2;1;2;0;0;3675
1;57;1;2;2;0;2;22050
3;24;2;2;2;0;3;245
1;27;2;4;3;4;4;13475
5;23;2;1;2;0;2;980
5;25;1;3;1;2;2;7962.5
5;26;2;1;2;2;0;245
2;74;2;1;2;0;0;40425
1;89;2;2;3;3;0;18375
1;52;2;3;1;3;3;15925
1;51;1;4;3;2;2;26950
5;99;1;1;2;0;1;0
1;34;1;6;2;2;2;58800
5;29;2;1;3;0;2;49000
3;37;1;1;1;3;2;26950
1;43;1;4;2;0;2;0
1;43;2;3;2;0;1;155139.9731
1;36;2;4;1;1;2;58800
5;31;2;2;2;1;2;155139.9731
5;24;1;4;2;0;1;68600
5;25;1;2;2;3;3;22050
3;56;1;1;2;1;1;40425
2;56;2;3;2;3;0;0
5;31;2;2;2;0;2;49000
5;58;2;1;3;0;0;6737.5
5;50;1;4;1;1;2;7962.5
5;51;1;3;3;3;1;13475
5;33;1;2;3;0;2;18375
1;47;2;3;1;1;1;155139.9731
3;46;1;4;1;0;1;155139.9731
1;63;1;2;2;1;1;155139.9731
1;50;2;4;3;3;0;155139.9731
1;52;1;4;2;1;2;155139.9731
1;60;1;2;1;1;1;40425
5;45;1;2;2;4;0;6737.5
3;62;1;1;2;0;2;3185
5;58;1;1;2;3;1;245
1;52;1;3;2;3;2;49000
2;85;1;2;1;2;0;26950
1;52;1;3;1;0;1;68600
1;45;1;5;2;1;2;155139.9731
1;33;1;3;2;3;2;0
5;23;1;2;2;2;1;0
2;39;2;3;1;0;1;40425
1;56;1;2;1;0;1;155139.9731
5;27;2;1;1;2;1;15925
5;67;1;1;1;2;0;0
3;54;2;1;2;4;8;4410
1;62;2;2;1;0;1;155139.9731
3;58;2;1;3;0;0;4410
1;47;1;5;2;3;2;2205
5;37;1;1;2;2;2;13475
1;51;1;3;1;0;1;49000
5;25;2;2;1;0;2;15925
1;76;2;1;2;2;0;13475
1;37;1;4;2;2;2;22050
3;44;2;2;2;2;2;15925
5;40;1;1;1;2;1;49000
3;56;1;1;3;0;2;15925
5;30;1;1;2;0;2;15925
5;65;1;1;2;3;1;11637.5
5;29;1;2;1;1;2;33075
2;72;2;1;2;0;0;40425
3;26;2;4;1;1;2;18375
5;57;2;1;2;2;1;49000
5;34;2;4;2;0;1;22050
5;29;1;2;1;0;1;26950
1;47;2;2;2;3;2;33075
1;38;2;3;2;2;2;58800
5;51;2;1;2;2;1;13475
3;53;2;1;2;2;2;22050
3;60;2;1;3;3;2;22050
1;34;1;6;1;3;2;26950
1;43;1;2;2;0;1;49000
3;70;2;1;1;0;1;22050
3;65;2;2;2;0;0;22050
2;58;2;2;3;0;1;26950
5;37;1;7;2;3;2;22050
3;55;2;6;2;1;1;9187.5
2;74;2;3;2;3;1;10412.5
2;72;2;1;3;3;0;10412.5
1;34;1;2;2;0;2;33075
1;58;1;2;2;2;2;0
1;64;1;2;2;2;0;40425
2;53;2;5;1;2;1;2205
3;72;2;1;2;2;0;245
3;57;2;3;1;0;1;33075
1;44;2;2;1;2;1;40425
1;63;1;2;2;0;1;18375
1;51;2;2;2;1;2;155139.9731
5;26;2;1;2;0;1;9187.5
1;42;1;2;1;0;1;68600
5;24;2;3;1;0;2;68600
3;37;1;2;1;0;1;245
5;29;1;3;2;1;2;33075
1;62;1;2;2;2;1;58800
1;62;1;3;2;3;0;155139.9731
2;75;2;1;1;1;1;26950
1;45;2;8;2;1;1;58800
5;52;1;2;2;0;2;40425
3;61;2;1;2;0;0;33075
1;78;1;6;2;3;0;40425
1;32;1;3;2;2;2;0
5;25;1;1;1;0;4;15925
4;58;1;1;3;0;2;11637.5
5;23;1;4;2;0;2;0
1;58;1;3;1;2;0;58800
1;32;1;2;2;0;0;33075
5;27;1;1;2;2;1;40425
5;24;1;3;2;0;2;18375
5;62;1;3;2;0;0;0
3;57;1;3;3;4;0;13475
1;38;2;5;1;2;1;26950
1;43;2;3;1;0;2;58800
4;60;2;7;2;3;1;0
5;21;2;4;2;0;1;5512.5
1;69;1;2;2;2;0;49000
1;62;1;2;2;2;2;49000
1;60;2;2;2;2;2;26950
1;99;1;3;2;0;1;0
1;37;2;6;2;2;1;40425
1;62;2;2;2;0;1;26950
1;33;1;4;2;2;8;40425
1;69;1;3;2;0;0;13475
1;62;1;2;1;0;1;155139.9731
1;60;1;2;1;2;0;49000
1;51;2;4;2;3;2;155139.9731
2;70;2;1;1;0;0;0
1;58;2;2;2;0;2;49000
1;46;1;5;2;1;2;40425
1;62;1;1;3;3;3;22050
1;38;1;7;1;0;2;155139.9731
2;69;2;1;2;2;2;33075
5;44;2;2;2;2;2;6737.5
5;23;2;1;3;0;1;9187.5
5;48;2;3;3;1;1;5512.5
2;88;2;1;1;0;0;7962.5
1;49;1;4;1;0;1;15925
2;89;1;1;2;2;0;9187.5
3;59;2;1;2;3;2;11637.5
1;36;2;3;1;0;2;33075
3;72;2;2;3;0;1;0
1;32;1;5;2;1;2;22050
3;55;2;2;2;0;2;33075
1;46;1;3;1;3;2;33075
2;61;2;1;2;4;2;4410
3;73;2;1;2;2;0;4410
1;32;2;2;2;4;2;40425
5;51;2;1;2;0;3;40425
1;85;1;2;2;4;0;7962.5
3;65;1;1;2;2;0;18375
3;29;1;5;3;0;3;0
1;46;1;3;2;0;2;68600
3;54;1;1;2;3;2;22050
1;27;1;4;2;0;4;0
2;76;2;1;2;0;0;3675
1;38;2;4;2;0;2;15925
5;54;1;2;1;0;1;40425
2;84;2;1;2;0;0;7962.5
1;25;1;3;2;0;2;10412.5
4;28;1;6;8;0;1;245
3;77;1;1;2;0;0;4410
5;24;2;2;2;2;1;10412.5
3;51;2;3;2;1;1;11637.5
3;72;2;1;2;3;0;980
3;62;2;2;2;0;4;15925
5;61;2;2;1;2;1;40425
3;44;2;1;2;0;3;13475
5;31;2;3;2;2;3;5512.5
1;74;1;2;2;2;0;40425
5;35;1;1;2;1;2;33075
1;54;2;2;2;0;1;0
1;30;2;4;1;2;1;49000
2;50;1;6;3;4;0;6737.5
5;22;2;2;2;0;3;10412.5
1;45;1;4;2;2;2;58800
3;54;1;2;1;0;1;26950
5;32;2;3;3;2;2;11637.5
1;51;1;2;2;0;2;49000
5;34;2;4;2;3;2;7962.5
5;33;1;1;3;0;3;6737.5
1;35;1;4;2;3;2;26950
1;34;2;6;2;2;2;22050
1;48;1;2;1;3;1;4410
3;64;2;1;2;2;4;11637.5
1;71;1;2;1;2;0;155139.9731
1;71;2;2;2;0;0;26950
1;29;1;3;2;1;2;22050
1;64;1;2;1;1;1;0
5;30;2;1;2;0;2;33075
1;31;1;3;2;1;2;40425
1;63;1;2;1;1;1;49000
3;46;1;1;2;2;1;33075
1;35;1;5;1;0;1;68600
5;22;2;2;1;1;0;58800
1;39;2;4;2;0;1;0
3;52;1;2;2;4;1;26950
3;59;2;1;2;1;4;33075
1;29;1;3;2;2;3;40425
5;21;1;2;2;0;1;6737.5
5;35;2;3;2;3;3;33075
1;61;1;4;2;3;0;11637.5
1;33;2;4;2;2;2;26950
2;70;2;1;2;0;1;5512.5
1;55;2;2;2;2;3;33075
5;30;2;8;2;0;0;13475
5;35;2;3;2;3;3;13475
5;53;2;8;2;0;0;0
3;62;1;2;3;4;0;9187.5
3;58;2;1;1;0;1;33075
5;27;1;2;2;3;2;13475
3;46;2;1;2;3;0;5512.5
3;56;2;2;2;0;2;22050
5;28;1;1;3;1;2;9187.5
5;24;1;1;2;0;1;22050
1;38;1;2;1;2;1;33075
1;65;2;2;1;1;0;49000
1;42;2;5;1;0;1;49000
1;68;2;2;1;2;1;26950
1;58;2;2;1;0;1;155139.9731
